"ID";"quesito";"nota"
"db504e08";"Posição de dirigir";8
"db504e08";"Instrumentos";10
"db504e08";"Interior";8
"db504e08";"Porta-malas";8
"db504e08";"Desempenho";8
"db504e08";"Motor";8
"db504e08";"Câmbio";9
"db504e08";"Freios";9
"db504e08";"Suspensão";9
"db504e08";"Consumo";7
"db504e08";"Estabilidade";9
"db504e08";"Custo-Benefício";9
"db504e08";"Recomendação";10
"e31e8dca";"Estilo";9
"e31e8dca";"Acabamento";9
"e31e8dca";"Posição de dirigir";7
"e31e8dca";"Instrumentos";7
"e31e8dca";"Interior";10
"e31e8dca";"Porta-malas";8
"e31e8dca";"Desempenho";7
"e31e8dca";"Motor";9
"e31e8dca";"Câmbio";6
"e31e8dca";"Freios";7
"e31e8dca";"Suspensão";9
"e31e8dca";"Consumo";8
"e31e8dca";"Estabilidade";10
"e31e8dca";"Custo-Benefício";9
"e31e8dca";"Recomendação";10
"d1a49cb6";"Estilo";9
"d1a49cb6";"Acabamento";7
"d1a49cb6";"Posição de dirigir";9
"d1a49cb6";"Instrumentos";8
"d1a49cb6";"Interior";10
"d1a49cb6";"Porta-malas";6
"d1a49cb6";"Desempenho";9
"d1a49cb6";"Motor";5
"d1a49cb6";"Câmbio";9
"d1a49cb6";"Freios";10
"d1a49cb6";"Suspensão";9
"d1a49cb6";"Consumo";9
"d1a49cb6";"Estabilidade";9
"d1a49cb6";"Custo-Benefício";7
"d1a49cb6";"Recomendação";2
"7bdf32d6";"Estilo";10
"7bdf32d6";"Acabamento";8
"7bdf32d6";"Posição de dirigir";10
"7bdf32d6";"Instrumentos";10
"7bdf32d6";"Interior";10
"7bdf32d6";"Porta-malas";8
"7bdf32d6";"Desempenho";10
"7bdf32d6";"Motor";10
"7bdf32d6";"Câmbio";10
"7bdf32d6";"Freios";10
"7bdf32d6";"Suspensão";8
"7bdf32d6";"Consumo";7
"7bdf32d6";"Estabilidade";10
"7bdf32d6";"Custo-Benefício";8
"7bdf32d6";"Recomendação";10
"42e7d49b";"Estilo";10
"42e7d49b";"Acabamento";7
"42e7d49b";"Posição de dirigir";8
"42e7d49b";"Instrumentos";9
"42e7d49b";"Interior";9
"42e7d49b";"Porta-malas";10
"42e7d49b";"Desempenho";10
"42e7d49b";"Motor";10
"42e7d49b";"Câmbio";9
"42e7d49b";"Freios";10
"42e7d49b";"Suspensão";10
"42e7d49b";"Consumo";10
"42e7d49b";"Estabilidade";9
"42e7d49b";"Custo-Benefício";10
"42e7d49b";"Recomendação";10
"c06ad589";"Estilo";9
"c06ad589";"Acabamento";9
"c06ad589";"Posição de dirigir";9
"c06ad589";"Instrumentos";8
"c06ad589";"Interior";9
"c06ad589";"Porta-malas";8
"c06ad589";"Desempenho";8
"c06ad589";"Motor";10
"c06ad589";"Câmbio";8
"c06ad589";"Freios";10
"c06ad589";"Suspensão";9
"c06ad589";"Consumo";8
"c06ad589";"Estabilidade";8
"c06ad589";"Custo-Benefício";8
"c06ad589";"Recomendação";8
"d3e52689";"Estilo";10
"d3e52689";"Acabamento";8
"d3e52689";"Posição de dirigir";9
"d3e52689";"Instrumentos";10
"d3e52689";"Interior";10
"d3e52689";"Porta-malas";10
"d3e52689";"Desempenho";9
"d3e52689";"Motor";9
"d3e52689";"Câmbio";9
"d3e52689";"Freios";10
"d3e52689";"Suspensão";9
"d3e52689";"Consumo";10
"d3e52689";"Estabilidade";10
"d3e52689";"Custo-Benefício";9
"d3e52689";"Recomendação";10
"1e416daa";"Estilo";7
"1e416daa";"Acabamento";5
"1e416daa";"Posição de dirigir";5
"1e416daa";"Instrumentos";7
"1e416daa";"Interior";7
"1e416daa";"Porta-malas";4
"1e416daa";"Desempenho";4
"1e416daa";"Motor";4
"1e416daa";"Câmbio";7
"1e416daa";"Freios";7
"1e416daa";"Suspensão";7
"1e416daa";"Consumo";7
"1e416daa";"Estabilidade";8
"1e416daa";"Custo-Benefício";7
"1e416daa";"Recomendação";5
"b8d79391";"Estilo";10
"b8d79391";"Acabamento";10
"b8d79391";"Posição de dirigir";10
"b8d79391";"Instrumentos";10
"b8d79391";"Interior";10
"b8d79391";"Porta-malas";10
"b8d79391";"Desempenho";10
"b8d79391";"Motor";10
"b8d79391";"Câmbio";10
"b8d79391";"Freios";10
"b8d79391";"Suspensão";10
"b8d79391";"Consumo";8
"b8d79391";"Estabilidade";9
"b8d79391";"Custo-Benefício";8
"b8d79391";"Recomendação";9
"afbdbf68";"Estilo";10
"afbdbf68";"Acabamento";9
"afbdbf68";"Posição de dirigir";9
"afbdbf68";"Instrumentos";10
"afbdbf68";"Interior";10
"afbdbf68";"Porta-malas";9
"afbdbf68";"Desempenho";8
"afbdbf68";"Motor";9
"afbdbf68";"Câmbio";9
"afbdbf68";"Freios";10
"afbdbf68";"Suspensão";9
"afbdbf68";"Consumo";3
"afbdbf68";"Estabilidade";6
"afbdbf68";"Custo-Benefício";8
"afbdbf68";"Recomendação";9
"53b362f6";"Estilo";9
"53b362f6";"Acabamento";8
"53b362f6";"Posição de dirigir";8
"53b362f6";"Instrumentos";9
"53b362f6";"Interior";9
"53b362f6";"Porta-malas";7
"53b362f6";"Desempenho";9
"53b362f6";"Motor";9
"53b362f6";"Câmbio";9
"53b362f6";"Freios";10
"53b362f6";"Suspensão";10
"53b362f6";"Consumo";9
"53b362f6";"Estabilidade";8
"53b362f6";"Custo-Benefício";8
"53b362f6";"Recomendação";9
"684e0e85";"Estilo";10
"684e0e85";"Acabamento";8
"684e0e85";"Posição de dirigir";8
"684e0e85";"Instrumentos";8
"684e0e85";"Interior";8
"684e0e85";"Porta-malas";9
"684e0e85";"Desempenho";9
"684e0e85";"Motor";9
"684e0e85";"Câmbio";10
"684e0e85";"Freios";10
"684e0e85";"Suspensão";10
"684e0e85";"Consumo";9
"684e0e85";"Estabilidade";9
"684e0e85";"Custo-Benefício";8
"684e0e85";"Recomendação";10
"447e2796";"Estilo";8
"447e2796";"Acabamento";7
"447e2796";"Posição de dirigir";9
"447e2796";"Instrumentos";8
"447e2796";"Interior";9
"447e2796";"Porta-malas";7
"447e2796";"Desempenho";8
"447e2796";"Motor";9
"447e2796";"Câmbio";9
"447e2796";"Freios";9
"447e2796";"Suspensão";7
"447e2796";"Consumo";8
"447e2796";"Estabilidade";8
"447e2796";"Custo-Benefício";8
"447e2796";"Recomendação";8
"5f0b3546";"Estilo";9
"5f0b3546";"Acabamento";8
"5f0b3546";"Posição de dirigir";10
"5f0b3546";"Instrumentos";6
"5f0b3546";"Interior";10
"5f0b3546";"Porta-malas";8
"5f0b3546";"Desempenho";8
"5f0b3546";"Motor";8
"5f0b3546";"Câmbio";8
"5f0b3546";"Freios";9
"5f0b3546";"Suspensão";8
"5f0b3546";"Consumo";10
"5f0b3546";"Estabilidade";8
"5f0b3546";"Custo-Benefício";8
"5f0b3546";"Recomendação";10
"1303e3bc";"Estilo";10
"1303e3bc";"Acabamento";8
"1303e3bc";"Posição de dirigir";5
"1303e3bc";"Instrumentos";7
"1303e3bc";"Interior";10
"1303e3bc";"Porta-malas";10
"1303e3bc";"Desempenho";10
"1303e3bc";"Motor";10
"1303e3bc";"Câmbio";10
"1303e3bc";"Freios";10
"1303e3bc";"Suspensão";10
"1303e3bc";"Consumo";10
"1303e3bc";"Estabilidade";8
"1303e3bc";"Custo-Benefício";8
"1303e3bc";"Recomendação";10
"3250827e";"Estilo";8
"3250827e";"Acabamento";5
"3250827e";"Posição de dirigir";9
"3250827e";"Instrumentos";8
"3250827e";"Interior";8
"3250827e";"Porta-malas";6
"3250827e";"Desempenho";7
"3250827e";"Motor";0
"3250827e";"Câmbio";7
"3250827e";"Freios";7
"3250827e";"Suspensão";8
"3250827e";"Consumo";7
"3250827e";"Estabilidade";8
"3250827e";"Custo-Benefício";0
"3250827e";"Recomendação";0
"403edef6";"Estilo";8
"403edef6";"Acabamento";9
"403edef6";"Posição de dirigir";10
"403edef6";"Instrumentos";7
"403edef6";"Interior";10
"403edef6";"Porta-malas";9
"403edef6";"Desempenho";8
"403edef6";"Motor";9
"403edef6";"Câmbio";9
"403edef6";"Freios";10
"403edef6";"Suspensão";9
"403edef6";"Consumo";9
"403edef6";"Estabilidade";9
"403edef6";"Custo-Benefício";9
"403edef6";"Recomendação";10
"6d726aed";"Estilo";9
"6d726aed";"Acabamento";7
"6d726aed";"Posição de dirigir";10
"6d726aed";"Instrumentos";8
"6d726aed";"Interior";10
"6d726aed";"Porta-malas";9
"6d726aed";"Desempenho";9
"6d726aed";"Motor";9
"6d726aed";"Câmbio";8
"6d726aed";"Freios";9
"6d726aed";"Suspensão";10
"6d726aed";"Consumo";8
"6d726aed";"Estabilidade";9
"6d726aed";"Custo-Benefício";8
"6d726aed";"Recomendação";9
"d2d0550a";"Estilo";8
"d2d0550a";"Acabamento";7
"d2d0550a";"Posição de dirigir";8
"d2d0550a";"Instrumentos";8
"d2d0550a";"Interior";8
"d2d0550a";"Porta-malas";7
"d2d0550a";"Desempenho";6
"d2d0550a";"Motor";8
"d2d0550a";"Câmbio";7
"d2d0550a";"Freios";8
"d2d0550a";"Suspensão";8
"d2d0550a";"Consumo";8
"d2d0550a";"Estabilidade";9
"d2d0550a";"Custo-Benefício";7
"d2d0550a";"Recomendação";7
"51b3fabb";"Estilo";10
"51b3fabb";"Acabamento";7
"51b3fabb";"Posição de dirigir";8
"51b3fabb";"Instrumentos";8
"51b3fabb";"Interior";10
"51b3fabb";"Porta-malas";9
"51b3fabb";"Desempenho";8
"51b3fabb";"Motor";8
"51b3fabb";"Câmbio";9
"51b3fabb";"Freios";9
"51b3fabb";"Suspensão";7
"51b3fabb";"Consumo";10
"51b3fabb";"Estabilidade";10
"51b3fabb";"Custo-Benefício";10
"51b3fabb";"Recomendação";10
"c1776555";"Estilo";9
"c1776555";"Acabamento";8
"c1776555";"Posição de dirigir";9
"c1776555";"Instrumentos";8
"c1776555";"Interior";10
"c1776555";"Porta-malas";10
"c1776555";"Desempenho";9
"c1776555";"Motor";10
"c1776555";"Câmbio";10
"c1776555";"Freios";10
"c1776555";"Suspensão";9
"c1776555";"Consumo";8
"c1776555";"Estabilidade";9
"c1776555";"Custo-Benefício";8
"c1776555";"Recomendação";9
"c32aab25";"Estilo";10
"c32aab25";"Acabamento";9
"c32aab25";"Posição de dirigir";10
"c32aab25";"Instrumentos";10
"c32aab25";"Interior";10
"c32aab25";"Porta-malas";9
"c32aab25";"Desempenho";9
"c32aab25";"Motor";10
"c32aab25";"Câmbio";10
"c32aab25";"Freios";10
"c32aab25";"Suspensão";10
"c32aab25";"Consumo";10
"c32aab25";"Estabilidade";10
"c32aab25";"Custo-Benefício";10
"c32aab25";"Recomendação";10
"acfe8ad4";"Estilo";9
"acfe8ad4";"Acabamento";4
"acfe8ad4";"Posição de dirigir";10
"acfe8ad4";"Instrumentos";6
"acfe8ad4";"Interior";7
"acfe8ad4";"Porta-malas";8
"acfe8ad4";"Desempenho";10
"acfe8ad4";"Motor";9
"acfe8ad4";"Câmbio";9
"acfe8ad4";"Freios";9
"acfe8ad4";"Suspensão";7
"acfe8ad4";"Consumo";8
"acfe8ad4";"Estabilidade";9
"acfe8ad4";"Custo-Benefício";8
"acfe8ad4";"Recomendação";9
"93f210d4";"Estilo";10
"93f210d4";"Acabamento";10
"93f210d4";"Posição de dirigir";10
"93f210d4";"Instrumentos";10
"93f210d4";"Interior";10
"93f210d4";"Porta-malas";10
"93f210d4";"Desempenho";10
"93f210d4";"Motor";10
"93f210d4";"Câmbio";10
"93f210d4";"Freios";10
"93f210d4";"Suspensão";10
"93f210d4";"Consumo";10
"93f210d4";"Estabilidade";10
"93f210d4";"Custo-Benefício";10
"93f210d4";"Recomendação";10
"d5499e9e";"Estilo";10
"d5499e9e";"Acabamento";6
"d5499e9e";"Posição de dirigir";0
"d5499e9e";"Instrumentos";7
"d5499e9e";"Interior";7
"d5499e9e";"Porta-malas";7
"d5499e9e";"Desempenho";3
"d5499e9e";"Motor";8
"d5499e9e";"Câmbio";5
"d5499e9e";"Freios";6
"d5499e9e";"Suspensão";7
"d5499e9e";"Consumo";0
"d5499e9e";"Estabilidade";7
"d5499e9e";"Custo-Benefício";3
"d5499e9e";"Recomendação";2
"3d6958df";"Estilo";9
"3d6958df";"Acabamento";8
"3d6958df";"Posição de dirigir";8
"3d6958df";"Instrumentos";9
"3d6958df";"Interior";10
"3d6958df";"Porta-malas";9
"3d6958df";"Desempenho";9
"3d6958df";"Motor";9
"3d6958df";"Câmbio";10
"3d6958df";"Freios";10
"3d6958df";"Suspensão";10
"3d6958df";"Consumo";8
"3d6958df";"Estabilidade";10
"3d6958df";"Custo-Benefício";8
"3d6958df";"Recomendação";9
"23a20b4c";"Estilo";9
"23a20b4c";"Acabamento";9
"23a20b4c";"Posição de dirigir";8
"23a20b4c";"Instrumentos";8
"23a20b4c";"Interior";9
"23a20b4c";"Porta-malas";8
"23a20b4c";"Desempenho";9
"23a20b4c";"Motor";7
"23a20b4c";"Câmbio";8
"23a20b4c";"Freios";8
"23a20b4c";"Suspensão";8
"23a20b4c";"Consumo";10
"23a20b4c";"Estabilidade";9
"23a20b4c";"Custo-Benefício";9
"23a20b4c";"Recomendação";9
"016ceb29";"Estilo";10
"016ceb29";"Acabamento";10
"016ceb29";"Posição de dirigir";10
"016ceb29";"Instrumentos";10
"016ceb29";"Interior";10
"016ceb29";"Porta-malas";10
"016ceb29";"Desempenho";10
"016ceb29";"Motor";10
"016ceb29";"Câmbio";10
"016ceb29";"Freios";10
"016ceb29";"Suspensão";10
"016ceb29";"Consumo";9
"016ceb29";"Estabilidade";10
"016ceb29";"Custo-Benefício";10
"016ceb29";"Recomendação";10
"fa4c2936";"Estilo";9
"fa4c2936";"Acabamento";9
"fa4c2936";"Posição de dirigir";9
"fa4c2936";"Instrumentos";9
"fa4c2936";"Interior";9
"fa4c2936";"Porta-malas";3
"fa4c2936";"Desempenho";6
"fa4c2936";"Motor";5
"fa4c2936";"Câmbio";7
"fa4c2936";"Freios";9
"fa4c2936";"Suspensão";8
"fa4c2936";"Consumo";7
"fa4c2936";"Estabilidade";8
"fa4c2936";"Custo-Benefício";7
"fa4c2936";"Recomendação";9
"5b39b147";"Estilo";9
"5b39b147";"Acabamento";7
"5b39b147";"Posição de dirigir";10
"5b39b147";"Instrumentos";7
"5b39b147";"Interior";10
"5b39b147";"Porta-malas";9
"5b39b147";"Desempenho";7
"5b39b147";"Motor";8
"5b39b147";"Câmbio";8
"5b39b147";"Freios";10
"5b39b147";"Suspensão";10
"5b39b147";"Consumo";6
"5b39b147";"Estabilidade";8
"5b39b147";"Custo-Benefício";7
"5b39b147";"Recomendação";8
"41c99efe";"Estilo";9
"41c99efe";"Acabamento";7
"41c99efe";"Posição de dirigir";9
"41c99efe";"Instrumentos";8
"41c99efe";"Interior";8
"41c99efe";"Porta-malas";8
"41c99efe";"Desempenho";7
"41c99efe";"Motor";8
"41c99efe";"Câmbio";8
"41c99efe";"Freios";8
"41c99efe";"Suspensão";8
"41c99efe";"Consumo";8
"41c99efe";"Estabilidade";8
"41c99efe";"Custo-Benefício";8
"41c99efe";"Recomendação";8
"5a6acea3";"Estilo";10
"5a6acea3";"Acabamento";6
"5a6acea3";"Posição de dirigir";9
"5a6acea3";"Instrumentos";9
"5a6acea3";"Interior";10
"5a6acea3";"Porta-malas";7
"5a6acea3";"Desempenho";8
"5a6acea3";"Motor";9
"5a6acea3";"Câmbio";10
"5a6acea3";"Freios";9
"5a6acea3";"Suspensão";9
"5a6acea3";"Consumo";7
"5a6acea3";"Estabilidade";8
"5a6acea3";"Custo-Benefício";9
"5a6acea3";"Recomendação";9
"f968ea6b";"Estilo";9
"f968ea6b";"Acabamento";0
"f968ea6b";"Posição de dirigir";7
"f968ea6b";"Instrumentos";8
"f968ea6b";"Interior";7
"f968ea6b";"Porta-malas";6
"f968ea6b";"Desempenho";8
"f968ea6b";"Motor";8
"f968ea6b";"Câmbio";8
"f968ea6b";"Freios";5
"f968ea6b";"Suspensão";8
"f968ea6b";"Consumo";9
"f968ea6b";"Estabilidade";8
"f968ea6b";"Custo-Benefício";7
"f968ea6b";"Recomendação";0
"d169168d";"Estilo";8
"d169168d";"Acabamento";7
"d169168d";"Posição de dirigir";8
"d169168d";"Instrumentos";8
"d169168d";"Interior";9
"d169168d";"Porta-malas";7
"d169168d";"Desempenho";8
"d169168d";"Motor";8
"d169168d";"Câmbio";9
"d169168d";"Freios";8
"d169168d";"Suspensão";7
"d169168d";"Consumo";8
"d169168d";"Estabilidade";7
"d169168d";"Custo-Benefício";7
"d169168d";"Recomendação";8
"2148d2ad";"Estilo";10
"2148d2ad";"Acabamento";8
"2148d2ad";"Posição de dirigir";9
"2148d2ad";"Instrumentos";6
"2148d2ad";"Interior";10
"2148d2ad";"Porta-malas";8
"2148d2ad";"Desempenho";10
"2148d2ad";"Motor";10
"2148d2ad";"Câmbio";10
"2148d2ad";"Freios";10
"2148d2ad";"Suspensão";9
"2148d2ad";"Consumo";9
"2148d2ad";"Estabilidade";8
"2148d2ad";"Custo-Benefício";10
"2148d2ad";"Recomendação";10
"859434d3";"Estilo";10
"859434d3";"Acabamento";8
"859434d3";"Posição de dirigir";10
"859434d3";"Instrumentos";10
"859434d3";"Interior";8
"859434d3";"Porta-malas";8
"859434d3";"Desempenho";10
"859434d3";"Motor";9
"859434d3";"Câmbio";10
"859434d3";"Freios";10
"859434d3";"Suspensão";9
"859434d3";"Consumo";7
"859434d3";"Estabilidade";10
"859434d3";"Custo-Benefício";10
"859434d3";"Recomendação";10
"9547d98f";"Estilo";10
"9547d98f";"Acabamento";5
"9547d98f";"Posição de dirigir";10
"9547d98f";"Instrumentos";4
"9547d98f";"Interior";10
"9547d98f";"Porta-malas";5
"9547d98f";"Desempenho";10
"9547d98f";"Motor";6
"9547d98f";"Câmbio";5
"9547d98f";"Freios";10
"9547d98f";"Suspensão";10
"9547d98f";"Consumo";8
"9547d98f";"Estabilidade";10
"9547d98f";"Custo-Benefício";9
"9547d98f";"Recomendação";10
"db77e2d7";"Estilo";10
"db77e2d7";"Acabamento";0
"db77e2d7";"Posição de dirigir";10
"db77e2d7";"Instrumentos";10
"db77e2d7";"Interior";4
"db77e2d7";"Porta-malas";7
"db77e2d7";"Desempenho";10
"db77e2d7";"Motor";10
"db77e2d7";"Câmbio";10
"db77e2d7";"Freios";0
"db77e2d7";"Suspensão";10
"db77e2d7";"Consumo";5
"db77e2d7";"Estabilidade";10
"db77e2d7";"Custo-Benefício";7
"db77e2d7";"Recomendação";0
"b4156cfd";"Estilo";10
"b4156cfd";"Acabamento";10
"b4156cfd";"Posição de dirigir";10
"b4156cfd";"Instrumentos";9
"b4156cfd";"Interior";9
"b4156cfd";"Porta-malas";9
"b4156cfd";"Desempenho";9
"b4156cfd";"Motor";10
"b4156cfd";"Câmbio";10
"b4156cfd";"Freios";10
"b4156cfd";"Suspensão";10
"b4156cfd";"Consumo";9
"b4156cfd";"Estabilidade";10
"b4156cfd";"Custo-Benefício";9
"b4156cfd";"Recomendação";10
"f1cb3958";"Estilo";9
"f1cb3958";"Acabamento";8
"f1cb3958";"Posição de dirigir";9
"f1cb3958";"Instrumentos";10
"f1cb3958";"Interior";10
"f1cb3958";"Porta-malas";10
"f1cb3958";"Desempenho";8
"f1cb3958";"Motor";10
"f1cb3958";"Câmbio";10
"f1cb3958";"Freios";9
"f1cb3958";"Suspensão";9
"f1cb3958";"Consumo";10
"f1cb3958";"Estabilidade";10
"f1cb3958";"Custo-Benefício";9
"f1cb3958";"Recomendação";10
"ebc23a93";"Estilo";10
"ebc23a93";"Acabamento";9
"ebc23a93";"Posição de dirigir";10
"ebc23a93";"Instrumentos";10
"ebc23a93";"Interior";10
"ebc23a93";"Porta-malas";10
"ebc23a93";"Desempenho";9
"ebc23a93";"Motor";10
"ebc23a93";"Câmbio";10
"ebc23a93";"Freios";9
"ebc23a93";"Suspensão";10
"ebc23a93";"Consumo";10
"ebc23a93";"Estabilidade";10
"ebc23a93";"Custo-Benefício";10
"ebc23a93";"Recomendação";10
"e4176d20";"Estilo";10
"e4176d20";"Acabamento";8
"e4176d20";"Posição de dirigir";8
"e4176d20";"Instrumentos";8
"e4176d20";"Interior";10
"e4176d20";"Porta-malas";8
"e4176d20";"Desempenho";7
"e4176d20";"Motor";8
"e4176d20";"Câmbio";10
"e4176d20";"Freios";10
"e4176d20";"Suspensão";10
"e4176d20";"Consumo";10
"e4176d20";"Estabilidade";10
"e4176d20";"Custo-Benefício";8
"e4176d20";"Recomendação";9
"40b360c0";"Estilo";9
"40b360c0";"Acabamento";8
"40b360c0";"Posição de dirigir";8
"40b360c0";"Instrumentos";9
"40b360c0";"Interior";8
"40b360c0";"Porta-malas";7
"40b360c0";"Desempenho";7
"40b360c0";"Motor";9
"40b360c0";"Câmbio";9
"40b360c0";"Freios";9
"40b360c0";"Suspensão";9
"40b360c0";"Consumo";7
"40b360c0";"Estabilidade";8
"40b360c0";"Custo-Benefício";9
"40b360c0";"Recomendação";9
"84210efd";"Estilo";10
"84210efd";"Acabamento";9
"84210efd";"Posição de dirigir";10
"84210efd";"Instrumentos";10
"84210efd";"Interior";10
"84210efd";"Porta-malas";8
"84210efd";"Desempenho";10
"84210efd";"Motor";10
"84210efd";"Câmbio";10
"84210efd";"Freios";10
"84210efd";"Suspensão";10
"84210efd";"Consumo";10
"84210efd";"Estabilidade";10
"84210efd";"Custo-Benefício";10
"84210efd";"Recomendação";10
"0f1168ae";"Estilo";10
"0f1168ae";"Acabamento";9
"0f1168ae";"Posição de dirigir";10
"0f1168ae";"Instrumentos";9
"0f1168ae";"Interior";10
"0f1168ae";"Porta-malas";9
"0f1168ae";"Desempenho";8
"0f1168ae";"Motor";9
"0f1168ae";"Câmbio";10
"0f1168ae";"Freios";10
"0f1168ae";"Suspensão";9
"0f1168ae";"Consumo";7
"0f1168ae";"Estabilidade";10
"0f1168ae";"Custo-Benefício";9
"0f1168ae";"Recomendação";9
"6c899e06";"Estilo";9
"6c899e06";"Acabamento";8
"6c899e06";"Posição de dirigir";9
"6c899e06";"Instrumentos";9
"6c899e06";"Interior";10
"6c899e06";"Porta-malas";10
"6c899e06";"Desempenho";7
"6c899e06";"Motor";8
"6c899e06";"Câmbio";8
"6c899e06";"Freios";9
"6c899e06";"Suspensão";10
"6c899e06";"Consumo";7
"6c899e06";"Estabilidade";9
"6c899e06";"Custo-Benefício";8
"6c899e06";"Recomendação";10
"5407fe20";"Estilo";9
"5407fe20";"Acabamento";8
"5407fe20";"Posição de dirigir";9
"5407fe20";"Instrumentos";9
"5407fe20";"Interior";9
"5407fe20";"Porta-malas";8
"5407fe20";"Desempenho";9
"5407fe20";"Motor";9
"5407fe20";"Câmbio";9
"5407fe20";"Freios";9
"5407fe20";"Suspensão";9
"5407fe20";"Consumo";9
"5407fe20";"Estabilidade";9
"5407fe20";"Custo-Benefício";9
"5407fe20";"Recomendação";9
"f565655a";"Estilo";10
"f565655a";"Acabamento";9
"f565655a";"Posição de dirigir";10
"f565655a";"Instrumentos";10
"f565655a";"Interior";10
"f565655a";"Porta-malas";10
"f565655a";"Desempenho";8
"f565655a";"Motor";10
"f565655a";"Câmbio";10
"f565655a";"Freios";10
"f565655a";"Suspensão";10
"f565655a";"Consumo";10
"f565655a";"Estabilidade";10
"f565655a";"Custo-Benefício";10
"f565655a";"Recomendação";10
"e74efb71";"Estilo";10
"e74efb71";"Acabamento";7
"e74efb71";"Posição de dirigir";9
"e74efb71";"Instrumentos";9
"e74efb71";"Interior";10
"e74efb71";"Porta-malas";9
"e74efb71";"Desempenho";10
"e74efb71";"Motor";10
"e74efb71";"Câmbio";9
"e74efb71";"Freios";10
"e74efb71";"Suspensão";10
"e74efb71";"Consumo";10
"e74efb71";"Estabilidade";10
"e74efb71";"Custo-Benefício";8
"e74efb71";"Recomendação";10
"9a901148";"Estilo";10
"9a901148";"Acabamento";6
"9a901148";"Posição de dirigir";7
"9a901148";"Instrumentos";7
"9a901148";"Interior";8
"9a901148";"Porta-malas";7
"9a901148";"Desempenho";8
"9a901148";"Motor";7
"9a901148";"Câmbio";8
"9a901148";"Freios";8
"9a901148";"Suspensão";8
"9a901148";"Consumo";7
"9a901148";"Estabilidade";8
"9a901148";"Custo-Benefício";7
"9a901148";"Recomendação";7
"6854cead";"Estilo";10
"6854cead";"Acabamento";9
"6854cead";"Posição de dirigir";10
"6854cead";"Instrumentos";10
"6854cead";"Interior";10
"6854cead";"Porta-malas";10
"6854cead";"Desempenho";10
"6854cead";"Motor";10
"6854cead";"Câmbio";10
"6854cead";"Freios";10
"6854cead";"Suspensão";10
"6854cead";"Consumo";10
"6854cead";"Estabilidade";10
"6854cead";"Custo-Benefício";10
"6854cead";"Recomendação";10
"799f22b3";"Estilo";10
"799f22b3";"Acabamento";8
"799f22b3";"Posição de dirigir";9
"799f22b3";"Instrumentos";8
"799f22b3";"Interior";9
"799f22b3";"Porta-malas";8
"799f22b3";"Desempenho";9
"799f22b3";"Motor";9
"799f22b3";"Câmbio";10
"799f22b3";"Freios";10
"799f22b3";"Suspensão";10
"799f22b3";"Consumo";10
"799f22b3";"Estabilidade";9
"799f22b3";"Custo-Benefício";8
"799f22b3";"Recomendação";10
"cf31cea1";"Estilo";9
"cf31cea1";"Acabamento";0
"cf31cea1";"Posição de dirigir";10
"cf31cea1";"Instrumentos";10
"cf31cea1";"Interior";9
"cf31cea1";"Porta-malas";5
"cf31cea1";"Desempenho";5
"cf31cea1";"Motor";5
"cf31cea1";"Câmbio";5
"cf31cea1";"Freios";9
"cf31cea1";"Suspensão";8
"cf31cea1";"Consumo";5
"cf31cea1";"Estabilidade";5
"cf31cea1";"Custo-Benefício";5
"cf31cea1";"Recomendação";0
"7c7b20db";"Estilo";10
"7c7b20db";"Acabamento";8
"7c7b20db";"Posição de dirigir";9
"7c7b20db";"Instrumentos";10
"7c7b20db";"Interior";10
"7c7b20db";"Porta-malas";10
"7c7b20db";"Desempenho";9
"7c7b20db";"Motor";9
"7c7b20db";"Câmbio";9
"7c7b20db";"Freios";9
"7c7b20db";"Suspensão";9
"7c7b20db";"Consumo";9
"7c7b20db";"Estabilidade";9
"7c7b20db";"Custo-Benefício";9
"7c7b20db";"Recomendação";9
"7848f794";"Estilo";9
"7848f794";"Acabamento";3
"7848f794";"Posição de dirigir";10
"7848f794";"Instrumentos";9
"7848f794";"Interior";9
"7848f794";"Porta-malas";9
"7848f794";"Desempenho";9
"7848f794";"Motor";9
"7848f794";"Câmbio";9
"7848f794";"Freios";7
"7848f794";"Suspensão";10
"7848f794";"Consumo";10
"7848f794";"Estabilidade";10
"7848f794";"Custo-Benefício";10
"7848f794";"Recomendação";10
"dea622cf";"Estilo";10
"dea622cf";"Acabamento";9
"dea622cf";"Posição de dirigir";10
"dea622cf";"Instrumentos";9
"dea622cf";"Interior";10
"dea622cf";"Porta-malas";10
"dea622cf";"Desempenho";9
"dea622cf";"Motor";10
"dea622cf";"Câmbio";10
"dea622cf";"Freios";10
"dea622cf";"Suspensão";10
"dea622cf";"Consumo";9
"dea622cf";"Estabilidade";10
"dea622cf";"Custo-Benefício";10
"dea622cf";"Recomendação";10
"23218e28";"Estilo";9
"23218e28";"Acabamento";8
"23218e28";"Posição de dirigir";8
"23218e28";"Instrumentos";7
"23218e28";"Interior";9
"23218e28";"Porta-malas";7
"23218e28";"Desempenho";8
"23218e28";"Motor";8
"23218e28";"Câmbio";8
"23218e28";"Freios";8
"23218e28";"Suspensão";8
"23218e28";"Consumo";8
"23218e28";"Estabilidade";8
"23218e28";"Custo-Benefício";7
"23218e28";"Recomendação";8
"d2ee7956";"Estilo";10
"d2ee7956";"Acabamento";9
"d2ee7956";"Posição de dirigir";7
"d2ee7956";"Instrumentos";10
